id,name,birth_year,age,gender,coder,day,trial,left,middle,right,side.available,searched.in.available,searched.in.available.reli,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,1,none,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,2,low,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,3,none,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,4,high,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,5,low,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,6,low,low,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,7,none,low,low,right,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,8,none,low,low,right,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,1,9,low,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,10,none,high,none,left,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,11,low,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,12,high,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,13,none,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,14,low,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,15,high,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,16,none,high,high,left,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,17,low,high,none,left,no,no,,,,,,,,,,,,,,,,,,,,
1,Nkuumwa,1996,25,female,Hanna,2,18,high,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,1,none,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,2,low,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,3,high,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,4,none,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,5,low,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,6,high,high,none,right,NA,NA,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,7,none,high,high,right,NA,NA,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,8,low,high,none,right,NA,NA,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,1,9,high,high,low,right,NA,NA,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,10,none,high,none,left,no,no,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,11,low,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,12,high,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,13,none,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,14,low,high,high,left,no,no,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,15,high,high,none,left,NA,NA,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,16,none,high,high,left,NA,NA,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,17,low,high,none,left,NA,NA,,,,,,,,,,,,,,,,,,,,
2,Pasa,1999,22,female,Hanna,2,18,high,high,low,left,NA,NA,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,1,none,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,2,low,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,3,high,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,4,none,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,5,low,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,6,high,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,7,none,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,8,low,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,1,9,high,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,10,none,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,11,low,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,12,high,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,13,none,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,14,low,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,15,high,high,none,left,no,no,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,16,none,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,17,low,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
3,Kidogo,1984,37,female,Hanna,2,18,high,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,1,none,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,2,low,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,3,high,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,4,none,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,5,low,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,6,high,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,7,none,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,8,low,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,1,9,high,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,10,none,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,11,low,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,12,high,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,13,none,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,14,low,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,15,high,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,16,none,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,17,low,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
4,Cocoa,2007,14,female,Hanna,2,18,high,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,1,none,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,2,low,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,3,high,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,4,none,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,5,low,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,6,high,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,7,none,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,8,low,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,1,9,high,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,10,none,high,none,left,no,no,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,11,low,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,12,high,high,high,left,no,no,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,13,none,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,14,low,high,high,left,no,no,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,15,high,high,none,left,no,no,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,16,none,high,high,left,no,no,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,17,low,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
5,Nani,2001,20,female,Hanna,2,18,high,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,1,none,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,2,low,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,3,high,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,4,none,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,5,low,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,6,high,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,7,none,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,8,low,high,none,left,no,no,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,1,9,high,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,10,none,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,11,low,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,12,high,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,13,none,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,14,low,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,15,high,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,16,none,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,17,low,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
6,Asega,1998,23,female,Hanna,2,18,high,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,1,none,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,2,low,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,3,high,high,high,left,no,no,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,4,none,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,5,low,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,6,high,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,7,none,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,8,low,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,1,9,high,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,10,none,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,11,low,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,12,high,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,13,none,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,14,low,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,15,high,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,16,none,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,17,low,high,none,right,yes,yes,,,,,,,,,,,,,,,,,,,,
7,Medina,2007,14,female,Hanna,2,18,high,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,1,none,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,2,low,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,3,high,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,4,none,high,low,left,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,5,low,high,high,left,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,6,high,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,7,none,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,8,low,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,1,9,high,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,10,none,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,11,low,high,low,right,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,12,high,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,13,none,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,14,low,high,high,right,yes,yes,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,15,high,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,16,none,high,high,right,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,17,low,high,none,right,no,no,,,,,,,,,,,,,,,,,,,,
8,Indi,1999,22,male,Hanna,2,18,high,high,low,right,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,10,none,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,11,low,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,12,high,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,13,none,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,14,low,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,15,high,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,16,none,high,high,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,17,low,high,none,left,yes,yes,,,,,,,,,,,,,,,,,,,,
9,Yoyo,1999,22,female,Hanna,2,18,high,high,low,left,yes,yes,,,,,,,,,,,,,,,,,,,,
